FileName;LOC;Complexity;Depth;Children;Response;Cohesion;Coupling;LambdaCount;LambdaLines;AverageLambdaLines;MaxLambdaLines;LambdaScore;LambdaComplexity;LambdaFieldVariable;HigherOrderFieldVariable;LambdaSideEffect;HigherOrderSideEffect;StreamsCount;TotalStreamOperations;AverageStreamOperations;MaxStreamOperations;ParadigmScore;ParadigmAlternativeScore;PatternMatching;Instanceof;MethodSideEffect;MethodFieldVariable;MethodImpure;MethodRatioSideEffect;MethodRatioFieldVariable;MethodRatioImpure;FieldVariableNonFinal;FieldVariableRatioNonFinal;ComplexLambda;UsesFP
guava\src\com\google\common\base\Optional.java;74;6;1;0;28;153;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.6;0.8;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\package-info.java;5;1;1;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\PairwiseEquivalence.java;52;7;2;0;13;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.5;0;1;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\ParametricNullness.java;14;1;1;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\PatternCompiler.java;15;1;0;0;2;1;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Platform.java;59;5;1;0;28;44;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;1.0;1.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Preconditions.java;586;91;1;0;85;3403;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Predicate.java;16;1;1;0;3;3;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Predicates.java;452;21;1;1;100;181;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.4339622641509434;0.7169811320754716;0;9;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Present.java;69;2;2;0;17;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.6;0.8;0;1;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\SmallCharMatcher.java;91;14;5;0;12;13;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.8666666666666667;0.06666666666666667;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Splitter.java;277;22;1;0;72;138;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.7333333333333333;0.13333333333333333;0;0;1;1;1;0.02702702702702703;0.02702702702702703;0.02702702702702703;2;0.16666666666666666;0;1
